EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Value_of_Employee,Overall_Sentiment,Importance_Level,Eligible_For_Hike,Recommended_Hike_pct,New_MonthlyIncome
913,26,0,2,1,4,3,1,6,4,2,2875,1,1,2,8,2,2,8,5,2,2,7.23,NEUTRAL,Very Important,No,0.0,2875.0
914,45,1,2,2,2,1,0,3,2,2,18824,2,1,1,26,2,3,24,10,1,11,6.62,NEUTRAL,Less Valuable,Yes,8.5,20424.04
915,55,0,0,1,8,4,1,0,2,0,13577,1,1,4,34,3,3,33,9,15,0,8.39,NEUTRAL,Very Important,No,0.0,13577.0
916,21,1,1,1,10,1,0,2,3,2,2625,1,0,3,2,2,1,2,2,2,2,3.58,NEUTRAL,Not Valuable,No,0.0,2625.0
917,46,0,2,2,4,4,0,3,2,1,18789,2,0,3,26,2,3,11,4,0,8,6.88,NEUTRAL,Less Valuable,No,0.0,18789.0
918,34,0,2,2,2,3,0,7,1,2,4538,0,1,4,4,3,3,3,2,0,2,7.02,NEUTRAL,Very Important,No,0.0,4538.0
919,51,0,1,2,9,4,1,3,2,0,19847,4,1,1,31,5,2,29,10,11,10,8.03,NEUTRAL,Very Important,No,0.0,19847.0
920,59,0,2,1,18,4,1,4,4,2,10512,6,0,4,25,6,2,9,7,5,4,8.19,NEUTRAL,Very Important,No,0.0,10512.0
921,34,0,1,1,19,3,0,2,2,0,4444,4,0,3,15,2,4,11,8,5,10,5.67,NEUTRAL,Not Valuable,No,0.0,4444.0
922,28,0,1,1,1,4,1,2,3,2,2154,0,1,3,5,2,2,4,2,0,2,6.84,NEUTRAL,Less Valuable,No,0.0,2154.0
923,44,0,2,1,4,3,1,3,1,0,19190,1,0,4,26,4,2,25,9,14,13,7.36,NEUTRAL,Very Important,No,0.0,19190.0
924,34,0,1,0,11,3,1,1,2,1,4490,4,0,4,14,5,4,10,9,1,8,6.24,NEUTRAL,Less Valuable,No,0.0,4490.0
925,35,0,2,1,6,3,1,6,3,1,3506,0,1,4,4,3,3,3,2,2,2,7.99,NEUTRAL,Very Important,No,0.0,3506.0
926,42,0,2,1,7,2,0,6,2,1,2372,6,1,4,18,2,3,1,0,0,0,6.92,NEUTRAL,Less Valuable,No,0.0,2372.0
927,43,0,2,2,4,4,0,7,4,2,10231,3,0,4,23,3,4,21,7,15,17,9.39,NEUTRAL,Very Important,No,0.0,10231.0
928,36,0,2,1,2,3,0,4,2,2,5410,9,1,4,18,2,3,16,14,5,12,8.32,NEUTRAL,Very Important,No,0.0,5410.0
929,44,1,2,1,15,1,0,0,4,1,7978,1,0,4,10,2,3,10,7,0,5,6.11,NEUTRAL,Less Valuable,Yes,7.5,8576.35
930,28,0,1,1,2,4,1,2,4,1,3867,1,1,2,2,2,3,2,2,2,2,7.24,NEUTRAL,Very Important,No,0.0,3867.0
931,51,0,1,1,6,2,0,2,3,2,2838,0,0,2,8,6,2,7,0,7,7,4.97,NEUTRAL,Not Valuable,No,0.0,2838.0
932,30,0,0,1,9,3,0,4,3,2,4695,7,1,3,10,3,3,8,4,1,7,6.64,NEUTRAL,Less Valuable,No,0.0,4695.0
933,29,1,2,1,7,2,0,2,3,0,3339,3,1,1,10,2,3,7,7,7,7,6.62,NEUTRAL,Less Valuable,Yes,13.11,3776.7429
934,28,0,2,1,1,4,1,6,1,2,2080,2,0,2,5,2,2,3,2,1,2,4.45,NEUTRAL,Not Valuable,No,0.0,2080.0
935,25,0,2,1,1,4,0,6,2,2,2096,1,0,4,2,3,2,2,2,2,1,5.88,NEUTRAL,Less Valuable,No,0.0,2096.0
936,32,0,2,2,8,3,1,7,4,1,6209,1,0,3,10,4,4,10,7,0,8,7.17,NEUTRAL,Very Important,No,0.0,6209.0
937,45,0,1,1,25,2,0,3,2,2,18061,3,0,3,22,4,3,0,0,0,0,5.12,NEUTRAL,Not Valuable,No,0.0,18061.0
938,39,0,2,1,13,3,0,3,2,0,17123,6,1,4,21,4,3,19,9,15,2,9.2,NEUTRAL,Very Important,No,0.0,17123.0
939,58,0,2,1,23,1,1,6,3,0,2372,1,0,4,2,3,3,2,2,2,2,5.34,NEUTRAL,Not Valuable,No,0.0,2372.0
940,32,1,2,1,7,4,1,2,3,1,4883,1,0,1,10,3,3,10,4,1,1,5.58,NEUTRAL,Not Valuable,No,0.0,4883.0
941,39,1,2,1,23,3,1,6,1,2,3904,0,0,1,6,2,3,5,2,0,3,3.96,NEUTRAL,Not Valuable,No,0.0,3904.0
942,30,0,2,1,6,1,0,2,4,1,4627,0,0,1,10,6,3,9,2,6,7,5.53,NEUTRAL,Not Valuable,No,0.0,4627.0
943,36,0,2,1,10,4,0,0,3,1,7094,3,0,1,10,0,3,7,7,1,7,5.46,NEUTRAL,Not Valuable,No,0.0,7094.0
944,46,0,2,0,1,4,0,1,1,2,3423,6,0,3,10,3,4,7,6,5,7,6.14,NEUTRAL,Less Valuable,No,0.0,3423.0
945,28,0,0,1,1,3,0,2,4,1,6674,0,0,1,10,6,3,9,8,7,5,5.23,NEUTRAL,Not Valuable,No,0.0,6674.0
946,50,0,2,1,28,4,0,5,1,1,16880,4,1,2,25,2,3,3,2,1,2,7.29,NEUTRAL,Very Important,No,0.0,16880.0
947,40,1,2,2,25,4,1,7,2,2,9094,2,1,3,9,2,3,5,4,1,0,7.6,NEUTRAL,Very Important,Yes,12.5,10230.75
948,52,1,2,2,5,2,1,7,2,2,8446,9,1,3,10,2,2,8,7,7,7,6.96,NEUTRAL,Less Valuable,Yes,9.5,9248.369999999999
949,30,0,2,1,17,2,0,3,1,1,11916,1,1,4,9,2,3,9,1,0,8,7.1,NEUTRAL,Very Important,No,0.0,11916.0
950,39,0,2,1,18,1,1,4,3,2,4534,0,0,1,9,6,3,8,7,1,7,4.82,NEUTRAL,Not Valuable,No,0.0,4534.0
951,31,0,0,2,2,4,0,7,3,0,9852,1,1,1,10,5,2,10,8,9,6,6.73,NEUTRAL,Less Valuable,No,0.0,9852.0
952,41,0,0,2,10,3,1,7,2,2,6151,1,0,1,19,4,3,19,2,11,9,4.58,NEUTRAL,Not Valuable,No,0.0,6151.0
953,31,1,1,2,1,4,0,8,2,2,2302,1,1,1,3,2,4,3,2,2,2,6.13,NEUTRAL,Less Valuable,Yes,12.16,2581.9231999999997
954,44,1,2,1,3,1,1,2,1,1,2362,4,0,3,10,4,4,3,2,1,2,4.48,NEUTRAL,Not Valuable,No,0.0,2362.0
955,42,0,0,1,2,3,1,3,3,1,17861,0,1,4,21,3,2,20,8,2,10,7.76,NEUTRAL,Very Important,No,0.0,17861.0
956,55,0,2,1,2,4,0,3,3,1,19187,4,0,4,23,5,3,19,9,9,11,8.75,NEUTRAL,Very Important,No,0.0,19187.0
957,56,0,2,0,8,4,1,3,2,2,19717,6,0,1,36,4,3,7,3,7,7,6.67,NEUTRAL,Less Valuable,No,0.0,19717.0
958,40,0,0,1,16,3,1,6,3,0,3544,9,0,2,6,0,3,4,2,0,0,3.67,NEUTRAL,Not Valuable,No,0.0,3544.0
959,34,0,2,1,9,4,1,0,4,0,8500,0,0,4,10,0,2,9,7,1,6,6.99,NEUTRAL,Less Valuable,No,0.0,8500.0
960,40,0,2,1,2,3,1,6,4,2,4661,1,0,3,9,4,3,9,8,8,8,7.15,NEUTRAL,Very Important,No,0.0,4661.0
961,41,0,1,2,1,3,0,7,1,0,4103,0,0,4,10,2,3,9,3,1,7,4.96,NEUTRAL,Not Valuable,No,0.0,4103.0
962,35,0,1,1,4,3,1,6,3,2,4249,1,1,2,9,3,3,9,6,1,1,6.58,NEUTRAL,Less Valuable,No,0.0,4249.0
963,51,0,2,0,5,3,1,3,2,0,14026,1,1,2,33,2,3,33,9,0,10,7.89,NEUTRAL,Very Important,No,0.0,14026.0
964,38,0,2,2,2,2,0,7,1,0,6893,3,0,4,11,3,3,7,7,1,7,5.37,NEUTRAL,Not Valuable,No,0.0,6893.0
965,34,0,2,2,15,3,0,7,1,2,6125,1,0,4,10,6,4,10,8,9,6,6.82,NEUTRAL,Less Valuable,No,0.0,6125.0
966,25,0,2,1,19,4,1,2,4,1,3669,3,0,3,7,6,2,3,2,1,2,6.91,NEUTRAL,Less Valuable,No,0.0,3669.0
967,58,1,2,1,7,3,0,4,1,1,10008,7,1,4,31,0,2,10,9,5,9,7.49,NEUTRAL,Very Important,Yes,14.0,11409.12
968,40,0,2,1,1,2,1,2,2,1,2387,3,0,3,7,3,3,4,2,0,3,4.93,NEUTRAL,Not Valuable,No,0.0,2387.0
969,36,0,1,2,7,1,0,7,1,1,4639,2,0,4,17,2,2,15,7,6,13,4.41,NEUTRAL,Not Valuable,No,0.0,4639.0
970,48,0,2,1,4,4,1,4,4,2,7898,1,0,3,11,2,3,10,9,0,8,7.14,NEUTRAL,Very Important,No,0.0,7898.0
971,27,0,2,2,11,3,0,8,4,1,2534,8,0,2,5,4,3,1,0,0,0,5.82,NEUTRAL,Less Valuable,No,0.0,2534.0
972,51,0,2,1,11,4,0,4,2,2,13142,3,0,2,29,1,2,5,2,0,3,5.58,NEUTRAL,Not Valuable,No,0.0,13142.0
973,18,0,0,1,1,4,0,2,4,2,1611,1,0,3,0,5,4,0,0,0,0,5.78,NEUTRAL,Less Valuable,No,0.0,1611.0
974,35,0,2,1,1,4,0,2,4,1,5363,0,0,2,10,0,3,9,7,0,0,6.0,NEUTRAL,Less Valuable,No,0.0,5363.0
975,27,0,1,2,2,4,1,7,4,2,5071,3,0,2,8,3,3,6,2,0,0,5.71,NEUTRAL,Less Valuable,No,0.0,5071.0
976,55,1,2,2,13,1,1,7,3,2,13695,6,1,3,24,2,2,19,7,3,8,7.37,NEUTRAL,Very Important,Yes,13.5,15543.825
977,56,0,2,1,23,4,1,4,2,1,13402,4,1,1,33,0,3,19,16,15,9,8.07,NEUTRAL,Very Important,No,0.0,13402.0
978,34,0,0,1,26,1,0,6,3,0,2029,1,0,3,5,2,3,5,4,0,0,3.42,NEUTRAL,Not Valuable,No,0.0,2029.0
979,40,0,2,1,2,2,0,0,3,0,6377,5,0,2,15,0,3,12,11,11,8,5.58,NEUTRAL,Not Valuable,No,0.0,6377.0
980,34,0,2,1,29,2,1,2,3,1,5429,4,0,1,10,1,3,8,7,7,7,4.91,NEUTRAL,Not Valuable,No,0.0,5429.0
981,31,1,1,2,2,3,0,8,4,2,2785,7,0,3,3,3,4,1,0,0,0,5.78,NEUTRAL,Less Valuable,Yes,10.17,3068.2344999999996
982,35,1,1,2,18,4,0,7,3,1,4614,0,1,3,5,0,2,4,2,3,2,6.8,NEUTRAL,Less Valuable,Yes,9.31,5043.5634
983,38,0,1,1,7,4,1,6,3,0,2610,1,0,4,4,2,3,4,2,0,3,5.94,NEUTRAL,Less Valuable,No,0.0,2610.0
984,34,0,2,1,2,3,0,0,4,2,6687,1,0,4,14,2,4,14,11,4,11,7.75,NEUTRAL,Very Important,No,0.0,6687.0
985,28,0,2,2,26,3,1,7,1,1,4724,1,0,3,5,0,3,5,3,0,4,4.63,NEUTRAL,Not Valuable,No,0.0,4724.0
986,31,1,2,1,22,4,1,4,3,1,6179,1,1,4,10,3,2,10,2,6,7,8.78,NEUTRAL,Very Important,Yes,20.72,7459.2888
987,39,0,2,2,21,1,1,7,4,1,6120,3,1,4,8,2,4,5,4,1,4,7.93,NEUTRAL,Very Important,No,0.0,6120.0
988,51,0,1,2,2,2,1,7,2,1,10596,2,0,2,14,5,3,4,2,3,2,4.66,NEUTRAL,Not Valuable,No,0.0,10596.0
989,41,0,1,1,22,4,0,6,4,0,5467,3,1,1,12,4,2,6,2,3,3,7.11,NEUTRAL,Very Important,No,0.0,5467.0
990,37,0,2,1,4,3,1,6,3,1,2996,7,1,4,8,2,3,6,4,1,3,7.92,NEUTRAL,Very Important,No,0.0,2996.0
991,33,0,1,2,5,2,1,7,4,1,9998,6,0,1,8,2,4,5,4,1,2,4.84,NEUTRAL,Not Valuable,No,0.0,9998.0
992,32,0,2,2,2,3,1,7,2,1,4078,0,1,1,4,3,2,3,2,1,2,5.9,NEUTRAL,Less Valuable,No,0.0,4078.0
993,39,0,0,1,25,3,1,0,3,1,10920,3,0,2,13,2,3,6,4,0,5,4.54,NEUTRAL,Not Valuable,No,0.0,10920.0
994,25,0,2,2,18,1,1,7,3,1,6232,2,0,2,6,3,2,3,2,1,2,4.35,NEUTRAL,Not Valuable,No,0.0,6232.0
995,52,0,1,1,28,4,0,4,3,1,13247,2,1,2,24,3,2,5,3,0,2,7.25,NEUTRAL,Very Important,No,0.0,13247.0
996,43,0,2,1,6,1,0,6,3,2,4081,1,1,1,20,3,1,20,7,1,8,5.81,NEUTRAL,Less Valuable,No,0.0,4081.0
997,27,0,2,2,10,4,0,7,4,1,5769,1,1,4,6,3,3,6,2,4,4,9.22,NEUTRAL,Very Important,No,0.0,5769.0
998,27,1,2,1,17,4,0,6,3,2,2394,1,1,4,8,2,3,8,2,7,7,8.78,NEUTRAL,Very Important,Yes,24.07,2970.2358
999,26,0,2,1,2,1,1,6,4,2,3904,0,0,4,5,2,3,4,3,1,1,5.71,NEUTRAL,Less Valuable,No,0.0,3904.0
1000,42,0,2,0,10,3,0,3,1,1,16799,0,0,3,21,5,3,20,7,0,9,6.36,NEUTRAL,Less Valuable,No,0.0,16799.0
1001,52,0,2,1,8,3,0,2,1,1,2950,9,0,3,12,2,1,5,4,0,4,4.35,NEUTRAL,Not Valuable,No,0.0,2950.0
1002,37,0,2,1,11,1,0,2,3,2,3629,4,0,1,8,6,3,3,2,0,2,4.48,NEUTRAL,Not Valuable,No,0.0,3629.0
1003,35,0,1,1,18,3,1,4,4,2,9362,2,0,3,10,2,3,2,2,2,2,5.89,NEUTRAL,Less Valuable,No,0.0,9362.0
1004,25,0,2,1,1,1,1,2,4,1,3229,4,0,2,7,2,2,3,2,0,2,4.52,NEUTRAL,Not Valuable,No,0.0,3229.0
1005,26,0,2,1,7,3,1,2,1,2,3578,0,0,4,8,2,3,7,7,0,7,5.47,NEUTRAL,Not Valuable,No,0.0,3578.0
1006,29,0,2,0,17,2,1,1,1,2,7988,1,0,1,10,3,2,10,9,0,9,3.85,NEUTRAL,Not Valuable,No,0.0,7988.0
1007,49,1,1,1,28,1,1,2,1,2,4284,3,0,1,20,2,3,4,3,1,3,2.69,NEUTRAL,Not Valuable,No,0.0,4284.0
1008,29,1,1,1,14,3,0,0,4,2,7553,0,1,1,9,1,3,8,7,7,7,6.94,NEUTRAL,Less Valuable,Yes,9.0,8232.77
1009,54,0,2,1,1,4,0,5,4,2,17328,6,0,4,29,3,2,20,7,12,7,8.66,NEUTRAL,Very Important,No,0.0,17328.0
1010,58,0,2,1,1,4,0,5,1,1,19701,3,1,3,32,3,3,9,8,1,5,8.25,NEUTRAL,Very Important,No,0.0,19701.0
1011,55,0,2,1,1,2,1,5,4,0,14732,2,0,4,31,4,4,7,7,0,0,7.47,NEUTRAL,Very Important,No,0.0,14732.0
1012,36,0,2,2,3,1,0,7,2,2,9278,3,1,4,15,3,3,5,4,0,1,6.92,NEUTRAL,Less Valuable,No,0.0,9278.0
1013,31,1,1,2,1,2,0,8,3,2,1359,1,0,2,1,3,3,1,0,0,0,4.06,NEUTRAL,Not Valuable,No,0.0,1359.0
1014,30,0,2,2,7,4,0,7,1,0,4779,7,0,2,8,3,3,3,2,0,2,4.98,NEUTRAL,Not Valuable,No,0.0,4779.0
1015,31,0,2,1,8,1,0,5,2,2,16422,3,0,3,9,3,4,3,2,1,0,5.28,NEUTRAL,Not Valuable,No,0.0,16422.0
1016,34,0,1,1,1,4,1,6,1,0,2996,5,0,3,10,2,3,4,3,1,3,4.72,NEUTRAL,Not Valuable,No,0.0,2996.0
1017,31,1,2,1,8,1,0,6,2,2,1261,1,0,3,1,3,4,1,0,0,0,4.5,NEUTRAL,Not Valuable,No,0.0,1261.0
1018,27,0,2,1,11,2,1,2,1,1,2099,0,0,2,6,3,4,5,0,1,4,4.39,NEUTRAL,Not Valuable,No,0.0,2099.0
1019,36,0,2,1,4,1,1,2,4,2,5810,1,0,3,10,2,2,10,4,1,8,5.46,NEUTRAL,Not Valuable,No,0.0,5810.0
1020,36,0,2,2,16,3,0,7,1,1,5647,4,0,1,11,3,2,3,2,0,2,3.88,NEUTRAL,Not Valuable,No,0.0,5647.0
1021,47,0,2,1,1,1,1,6,4,1,3420,7,0,3,17,2,2,6,5,1,2,5.19,NEUTRAL,Not Valuable,No,0.0,3420.0
1022,25,1,2,2,9,1,1,8,1,1,4400,3,0,1,6,2,3,3,2,2,2,3.11,NEUTRAL,Not Valuable,No,0.0,4400.0
1023,37,0,0,1,5,3,1,2,3,2,3500,0,0,1,7,2,1,6,5,1,3,3.11,NEUTRAL,Not Valuable,No,0.0,3500.0
1024,56,0,2,1,1,1,0,6,1,1,2066,2,0,4,5,3,4,3,2,1,0,4.63,NEUTRAL,Not Valuable,No,0.0,2066.0
1025,47,0,2,1,2,1,0,5,3,1,17169,3,0,2,26,2,4,20,17,5,6,6.02,NEUTRAL,Less Valuable,No,0.0,17169.0
1026,24,0,2,2,4,4,0,7,3,1,4162,1,1,3,5,3,3,5,4,0,3,8.01,NEUTRAL,Very Important,No,0.0,4162.0
1027,32,0,2,2,7,4,1,7,4,1,9204,4,0,3,7,3,2,4,3,0,3,6.73,NEUTRAL,Less Valuable,No,0.0,9204.0
1028,34,0,2,1,1,4,0,2,2,1,3294,5,0,1,7,2,2,5,4,0,2,4.53,NEUTRAL,Not Valuable,No,0.0,3294.0
1029,41,0,2,1,5,2,1,6,3,1,2127,2,1,1,7,5,2,4,2,0,3,6.15,NEUTRAL,Less Valuable,No,0.0,2127.0
1030,40,0,0,1,9,3,1,2,3,0,3975,3,0,3,11,2,4,8,7,0,7,5.07,NEUTRAL,Not Valuable,No,0.0,3975.0
1031,31,0,2,2,8,1,1,7,4,0,10793,1,0,1,13,5,3,13,7,9,9,5.93,NEUTRAL,Less Valuable,No,0.0,10793.0
1032,46,1,2,2,9,1,1,7,4,0,10096,4,0,1,28,1,4,7,7,4,3,5.36,NEUTRAL,Not Valuable,No,0.0,10096.0
1033,39,1,0,1,2,1,0,2,1,2,3646,2,1,2,11,2,4,1,0,0,0,4.13,NEUTRAL,Not Valuable,No,0.0,3646.0
1034,31,1,1,1,1,3,0,4,2,2,7446,1,0,1,10,2,3,10,8,4,7,4.38,NEUTRAL,Not Valuable,No,0.0,7446.0
1035,45,0,2,1,20,2,1,0,1,0,10851,2,1,2,24,2,3,7,7,0,7,6.33,NEUTRAL,Less Valuable,No,0.0,10851.0
1036,31,0,2,0,8,4,0,1,2,2,2109,9,0,4,8,3,3,3,2,0,2,6.22,NEUTRAL,Less Valuable,No,0.0,2109.0
1037,31,1,1,1,2,2,1,2,4,1,3722,6,1,3,7,2,1,2,2,2,2,6.27,NEUTRAL,Less Valuable,Yes,9.72,4083.7783999999997
1038,45,0,2,1,29,2,1,4,4,1,9380,4,1,4,10,4,4,3,1,1,2,8.7,NEUTRAL,Very Important,No,0.0,9380.0
1039,48,0,2,2,7,3,1,7,1,0,5486,4,0,1,15,3,3,2,2,2,2,4.3,NEUTRAL,Not Valuable,No,0.0,5486.0
1040,34,1,2,0,9,1,0,1,3,1,2742,1,0,4,2,0,3,2,2,2,2,4.95,NEUTRAL,Not Valuable,No,0.0,2742.0
1041,40,0,0,1,8,4,1,5,2,0,13757,2,0,3,16,5,3,9,8,4,8,5.85,NEUTRAL,Less Valuable,No,0.0,13757.0
1042,28,0,2,2,5,4,1,7,1,2,8463,0,0,4,6,4,3,5,4,1,3,6.22,NEUTRAL,Less Valuable,No,0.0,8463.0
1043,44,0,0,1,5,3,1,2,3,2,3162,3,0,4,7,5,3,5,2,0,3,5.35,NEUTRAL,Not Valuable,No,0.0,3162.0
1044,53,0,2,1,2,4,1,5,2,2,16598,4,0,2,35,2,2,9,8,8,8,6.52,NEUTRAL,Less Valuable,No,0.0,16598.0
1045,49,0,2,1,5,1,1,0,3,1,6651,2,0,2,20,0,2,3,2,1,2,4.16,NEUTRAL,Not Valuable,No,0.0,6651.0
1046,40,0,2,1,2,3,1,6,3,0,2345,2,0,3,8,3,4,3,1,1,2,6.14,NEUTRAL,Less Valuable,No,0.0,2345.0
1047,44,0,2,1,20,4,1,6,2,2,3420,1,0,3,6,3,2,5,2,1,3,5.62,NEUTRAL,Not Valuable,No,0.0,3420.0
1048,33,0,1,2,7,4,1,7,1,1,4373,0,0,1,5,2,3,4,3,0,3,3.78,NEUTRAL,Not Valuable,No,0.0,4373.0
1049,34,0,2,2,3,4,1,7,1,2,4759,3,0,4,15,2,3,13,9,3,12,6.45,NEUTRAL,Less Valuable,No,0.0,4759.0
1050,30,0,2,2,16,4,1,7,3,1,5301,8,0,3,4,2,2,2,1,2,2,5.96,NEUTRAL,Less Valuable,No,0.0,5301.0
1051,42,0,1,1,9,1,0,2,4,2,3673,1,0,3,12,3,3,12,9,5,8,5.4,NEUTRAL,Not Valuable,No,0.0,3673.0
1052,44,0,1,2,1,1,0,7,3,1,4768,7,0,3,11,4,2,1,0,0,0,4.17,NEUTRAL,Not Valuable,No,0.0,4768.0
1053,30,0,0,1,7,3,1,6,3,0,1274,1,0,2,1,2,2,1,0,0,0,3.46,NEUTRAL,Not Valuable,No,0.0,1274.0
1054,57,0,2,1,1,2,1,6,3,1,4900,0,0,1,13,2,2,12,9,2,8,4.63,NEUTRAL,Not Valuable,No,0.0,4900.0
1055,49,0,2,1,7,3,1,0,2,0,10466,3,0,2,29,3,3,8,7,0,7,5.76,NEUTRAL,Less Valuable,No,0.0,10466.0
1056,34,0,1,1,15,2,1,5,1,0,17007,7,0,4,16,3,2,14,8,6,9,5.31,NEUTRAL,Not Valuable,No,0.0,17007.0
1057,28,1,1,2,1,1,1,8,3,1,2909,3,0,4,5,3,4,3,2,1,2,5.04,NEUTRAL,Not Valuable,No,0.0,2909.0
1058,29,1,1,2,13,1,0,7,2,2,5765,5,0,1,7,4,1,5,3,0,0,2.57,NEUTRAL,Not Valuable,No,0.0,5765.0
1059,34,1,2,2,24,1,0,7,2,2,4599,0,1,3,16,2,4,15,9,10,10,7.35,NEUTRAL,Very Important,Yes,16.83,5373.011699999999
1060,35,0,2,2,7,4,1,8,3,1,2404,1,0,1,1,3,3,1,0,0,0,5.17,NEUTRAL,Not Valuable,No,0.0,2404.0
1061,24,1,1,1,9,2,1,2,1,2,3172,2,1,3,4,2,2,0,0,0,0,4.93,NEUTRAL,Not Valuable,No,0.0,3172.0
1062,24,0,0,2,13,4,0,8,2,1,2033,1,0,3,1,2,3,1,0,0,0,4.2,NEUTRAL,Not Valuable,No,0.0,2033.0
1063,44,0,1,1,2,2,1,4,3,2,10209,5,1,2,16,2,2,2,2,2,2,6.04,NEUTRAL,Less Valuable,No,0.0,10209.0
1064,29,0,2,2,19,3,1,7,3,0,8620,1,0,3,10,3,3,10,7,0,4,6.23,NEUTRAL,Less Valuable,No,0.0,8620.0
1065,30,0,2,0,1,3,1,1,3,0,2064,0,0,1,6,3,4,5,3,1,3,5.27,NEUTRAL,Not Valuable,No,0.0,2064.0
1066,55,0,2,1,4,4,1,0,3,1,4035,0,1,2,4,2,3,3,2,1,2,7.4,NEUTRAL,Very Important,No,0.0,4035.0
1067,33,0,2,1,4,1,0,2,2,1,3838,8,0,4,8,5,3,5,4,0,2,5.24,NEUTRAL,Not Valuable,No,0.0,3838.0
1068,47,0,2,2,14,3,0,7,3,1,4591,3,1,3,11,4,2,5,4,1,2,7.52,NEUTRAL,Very Important,No,0.0,4591.0
1069,28,1,1,1,2,3,1,2,1,2,2561,7,0,3,8,2,2,0,0,0,0,3.74,NEUTRAL,Not Valuable,No,0.0,2561.0
1070,28,0,2,1,1,1,1,6,3,0,1563,1,0,4,1,2,1,1,0,0,0,4.41,NEUTRAL,Not Valuable,No,0.0,1563.0
1071,28,0,1,2,7,3,1,7,1,2,4898,0,0,4,5,5,3,4,2,1,3,5.12,NEUTRAL,Not Valuable,No,0.0,4898.0
1072,49,0,2,1,3,3,0,2,1,1,4789,4,0,1,10,3,3,3,2,1,2,4.17,NEUTRAL,Not Valuable,No,0.0,4789.0
1073,29,0,1,1,2,4,0,2,2,1,3180,0,0,3,4,3,3,3,2,0,2,5.14,NEUTRAL,Not Valuable,No,0.0,3180.0
1074,28,0,2,1,29,3,1,4,2,1,6549,1,0,2,8,2,2,8,6,1,7,4.93,NEUTRAL,Not Valuable,No,0.0,6549.0
1075,33,0,2,1,8,4,1,0,3,2,6388,2,1,1,14,6,3,0,0,0,0,7.58,NEUTRAL,Very Important,No,0.0,6388.0
1076,32,0,2,1,10,3,1,3,4,2,11244,2,0,2,10,5,4,5,2,0,0,6.71,NEUTRAL,Less Valuable,No,0.0,11244.0
1077,54,0,1,1,11,2,0,3,4,0,16032,3,0,1,26,2,3,14,9,1,12,5.52,NEUTRAL,Not Valuable,No,0.0,16032.0
1078,29,1,2,1,1,1,1,6,1,2,2362,6,0,3,11,2,1,9,7,0,7,3.57,NEUTRAL,Not Valuable,No,0.0,2362.0
1079,44,0,2,1,28,4,1,5,1,1,16328,3,0,3,24,1,4,20,6,14,17,7.5,NEUTRAL,Very Important,No,0.0,16328.0
1080,39,0,2,1,6,2,0,4,2,2,8376,4,0,4,9,3,3,2,0,2,2,5.66,NEUTRAL,Not Valuable,No,0.0,8376.0
1081,46,0,2,2,3,3,0,3,2,1,16606,8,0,4,23,2,4,13,12,5,1,7.01,NEUTRAL,Very Important,No,0.0,16606.0
1082,35,0,2,1,16,4,0,0,2,2,8606,1,0,4,11,3,1,11,8,3,3,6.2,NEUTRAL,Less Valuable,No,0.0,8606.0
1083,23,0,2,1,20,1,1,2,3,2,2272,0,0,2,5,2,3,4,3,1,2,4.34,NEUTRAL,Not Valuable,No,0.0,2272.0
1084,40,1,2,1,9,4,1,2,1,2,2018,3,0,2,15,3,1,5,4,1,0,4.39,NEUTRAL,Not Valuable,No,0.0,2018.0
1085,34,0,2,2,1,4,1,7,3,1,7083,1,1,4,10,3,3,10,9,8,6,9.16,NEUTRAL,Very Important,No,0.0,7083.0
1086,31,1,1,1,3,4,0,6,3,2,4084,1,0,1,7,2,1,7,2,7,7,4.63,NEUTRAL,Not Valuable,No,0.0,4084.0
1087,50,0,1,1,22,3,1,5,4,2,14411,1,1,4,32,2,3,32,6,13,9,9.6,NEUTRAL,Very Important,No,0.0,14411.0
1088,34,0,2,2,7,2,1,8,3,1,2308,0,1,2,12,4,3,11,10,5,7,7.27,NEUTRAL,Very Important,No,0.0,2308.0
1089,42,0,2,1,2,3,1,2,2,1,4841,4,0,2,4,3,3,1,0,0,0,4.84,NEUTRAL,Not Valuable,No,0.0,4841.0
1090,37,0,2,1,13,1,1,6,4,1,4285,1,0,1,10,2,3,10,8,3,7,4.85,NEUTRAL,Not Valuable,No,0.0,4285.0
1091,29,0,2,1,8,3,0,0,1,1,9715,3,0,3,9,3,3,7,7,0,7,5.42,NEUTRAL,Not Valuable,No,0.0,9715.0
1092,33,0,2,1,25,4,1,4,2,2,4320,1,0,4,5,2,3,5,3,0,2,6.15,NEUTRAL,Less Valuable,No,0.0,4320.0
1093,45,0,2,1,28,4,1,6,4,1,2132,4,0,4,8,3,3,5,4,0,3,7.2,NEUTRAL,Very Important,No,0.0,2132.0
1094,42,0,1,1,2,4,1,0,4,1,10124,2,1,3,24,3,1,20,8,13,9,8.74,NEUTRAL,Very Important,No,0.0,10124.0
